Gene1	Gene2	Chromosome1	Chromosome2	Breakpoint1	Breakpoint2	FusionStrand1	FusionStrand2	GeneStrand1	GeneStrand2	type	site1	site2	transcript_id1	transcript_id2	reading_frame	5p_role	3p_role
NECTIN2	IGSF23	19	19	44846613	44623707	+	+	+	+	duplication	CDS/splice-site	CDS/splice-site	ENST00000252483	ENST00000402988	out-of-frame	[]	[]
NECTIN2	IGSF23	19	19	44846613	44618115	+	+	+	+	duplication	CDS/splice-site	CDS	ENST00000252483	ENST00000428245	out-of-frame	[]	[]
TXNL1	HNRNPA3P5	18	13	56618004	65745804	-	+	-	.	translocation	CDS/splice-site	intergenic	ENST00000590954	.	out-of-frame	[]	[]
TXNL1	STARP1	18	13	56618004	65745804	-	+	-	.	translocation	CDS/splice-site	intergenic	ENST00000590954	.	out-of-frame	[]	[]
ADCY9	LINC00363	16	13	4113750	93006065	-	+	-	.	translocation	CDS/splice-site	intergenic	ENST00000294016	.	out-of-frame	[]	[]
ADCY9	GPC5	16	13	4113750	93006065	-	+	-	.	translocation	CDS/splice-site	intergenic	ENST00000294016	.	out-of-frame	[]	['Cancer', 'Tumour Suppressor']
ARHGEF7	AC007631.1	13	18	111217880	65253174	+	+	+	.	translocation	CDS/splice-site	intergenic	ENST00000646102	.	out-of-frame	[]	[]
ZC3H7A	AC090358.1	16	18	11751363	65562006	-	+	-	.	translocation	CDS	intergenic	ENST00000355758	.	out-of-frame	[]	[]
ZC3H7A	LINC01916	16	18	11751363	65562006	-	+	-	.	translocation	CDS	intergenic	ENST00000355758	.	out-of-frame	[]	[]
ATP5F1A	LINC01630	18	18	46089354	51607917	-	+	-	+	inversion	intron	intron	ENST00000589611	.	.	[]	[]
ARHGEF7	LINC01916	13	18	111217880	65253174	+	+	+	.	translocation	CDS/splice-site	intergenic	ENST00000646102	.	out-of-frame	[]	[]
CREBBP	RPL7P45	16	13	3850297	104533362	-	+	-	.	translocation	CDS/splice-site	intergenic	ENST00000262367	.	out-of-frame	['Cancer', 'Tumour Suppressor']	[]
CREBBP	AL136524.1	16	13	3850297	104533362	-	+	-	.	translocation	CDS/splice-site	intergenic	ENST00000262367	.	out-of-frame	['Cancer', 'Tumour Suppressor']	[]
RPL7P45	TXNDC11	13	16	104533430	11679837	+	-	+	-	translocation	intergenic	CDS/splice-site	.	ENST00000283033	.	[]	[]
AL136524.1	TXNDC11	13	16	104533430	11679837	+	-	+	-	translocation	intergenic	CDS/splice-site	.	ENST00000283033	.	[]	[]
CREBBP	OR7H1P	16	19	3879832	9269388	-	+	-	.	translocation	CDS/splice-site	intergenic	ENST00000262367	.	out-of-frame	['Cancer', 'Tumour Suppressor']	[]
CREBBP	OR7E19P	16	19	3879832	9269388	-	+	-	.	translocation	CDS/splice-site	intergenic	ENST00000262367	.	out-of-frame	['Cancer', 'Tumour Suppressor']	[]
MAST3	LINC00665	19	19	18123310	36308631	+	-	+	-	inversion	CDS	intron	ENST00000262811	.	out-of-frame	['Kinases']	[]
SHKBP1	VN1R96P	19	19	40586944	40097682	+	-	+	.	inversion	CDS/splice-site	intergenic	ENST00000600733	.	out-of-frame	[]	[]
SHKBP1	AC005614.1	19	19	40586944	40097682	+	-	+	.	inversion	CDS/splice-site	intergenic	ENST00000600733	.	out-of-frame	[]	[]
ZNF780B	MAN1A2P1	19	19	40048670	28735852	-	-	-	.	deletion	CDS/splice-site	intergenic	ENST00000434248	.	out-of-frame	[]	[]
ZNF780B	AC005524.1	19	19	40048670	28735852	-	-	-	.	deletion	CDS/splice-site	intergenic	ENST00000434248	.	out-of-frame	[]	[]
EGLN2	RPAP3	19	12	40805830	47638105	+	-	+	.	translocation	exon	intergenic	ENST00000599579	.	.	[]	[]
EGLN2	AC004486.1	19	12	40805830	47638105	+	-	+	.	translocation	exon	intergenic	ENST00000599579	.	.	[]	[]
SNX29	RNU6-1179P	16	19	12278036	22541578	+	-	+	.	translocation	CDS/splice-site	intergenic	ENST00000566228	.	out-of-frame	['Cancer']	[]
NXN	GLOD4	17	17	979319	778744	-	-	-	-	deletion/read-through	CDS/splice-site	CDS/splice-site	ENST00000336868	ENST00000536578	in-frame	[]	[]
MYL12A	AP005203.1	18	18	3254050	4760153	+	+	+	.	deletion	CDS/splice-site	intergenic	ENST00000579226	.	out-of-frame	[]	[]
MYL12A	ELOCP27	18	18	3254050	4760153	+	+	+	.	deletion	CDS/splice-site	intergenic	ENST00000579226	.	out-of-frame	[]	[]
AC008537.1	AC004486.1	19	12	40801415	47492321	+	-	+	.	translocation	CDS/splice-site	intergenic	ENST00000601627	.	.	[]	[]
AC008537.1	AC003686.1	19	12	40801415	47492321	+	-	+	.	translocation	CDS/splice-site	intergenic	ENST00000601627	.	.	[]	[]
FCGBP	LTBP4	19	19	39899556	40622401	-	+	-	+	inversion	CDS/splice-site	CDS/splice-site	ENST00000616721	ENST00000204005	in-frame	[]	[]
FCGBP	LTBP4	19	19	39883305	40622401	-	+	-	+	inversion	CDS/splice-site	CDS/splice-site	ENST00000616721	ENST00000204005	in-frame	[]	[]
RAB4B-EGLN2	AC004486.1	19	12	40801415	47492321	+	-	+	.	translocation	3'UTR/splice-site	intergenic	ENST00000594136	.	.	[]	[]
ALDH3A2	PRR13P5	17	19	19671956	39965232	+	-	+	.	translocation	CDS/splice-site	intergenic	ENST00000672465	.	out-of-frame	[]	[]
RAB4B-EGLN2	AC003686.1	19	12	40801415	47492321	+	-	+	.	translocation	3'UTR/splice-site	intergenic	ENST00000594136	.	.	[]	[]
EGLN2	AC004486.1	19	12	40801415	47492321	+	-	+	.	translocation	CDS/splice-site	intergenic	ENST00000303961	.	out-of-frame	[]	[]
EGLN2	AC003686.1	19	12	40801415	47492321	+	-	+	.	translocation	CDS/splice-site	intergenic	ENST00000303961	.	out-of-frame	[]	[]
AKAP8L	LINC02191	19	16	15397150	25329803	-	+	-	.	translocation	CDS/splice-site	intergenic	ENST00000595465	.	out-of-frame	[]	[]
AKAP8L	ZKSCAN2-DT	19	16	15397150	25329803	-	+	-	.	translocation	CDS/splice-site	intergenic	ENST00000595465	.	out-of-frame	[]	[]
ZNF431	RNA5SP472	19	19	21143643	32227972	+	+	+	.	deletion	CDS/splice-site	intergenic	ENST00000311048	.	out-of-frame	[]	[]
ZNF431	AC074139.1	19	19	21143643	32227972	+	+	+	.	deletion	CDS/splice-site	intergenic	ENST00000311048	.	out-of-frame	[]	[]
ALDH3A2	PSMC4	17	19	19671956	39965232	+	-	+	.	translocation	CDS/splice-site	intergenic	ENST00000672465	.	out-of-frame	[]	[]
SNX29	LINC01233	16	19	12278036	22541578	+	-	+	.	translocation	CDS/splice-site	intergenic	ENST00000566228	.	out-of-frame	['Cancer']	[]
AC003006.1	AC025588.1	19	19	57682244	57172539	+	-	+	.	inversion	CDS/splice-site	intergenic	ENST00000594684	.	out-of-frame	[]	[]
AC003006.1	DUXA	19	19	57682244	57172539	+	-	+	.	inversion	CDS/splice-site	intergenic	ENST00000594684	.	out-of-frame	[]	[]
ZNF551	AC025588.1	19	19	57682244	57172539	+	-	+	.	inversion	CDS/splice-site	intergenic	ENST00000596085	.	out-of-frame	[]	[]
ZNF551	DUXA	19	19	57682244	57172539	+	-	+	.	inversion	CDS/splice-site	intergenic	ENST00000596085	.	out-of-frame	[]	[]
EPS15L1	AC008962.1	19	19	16434365	41082724	-	-	-	.	duplication	CDS/splice-site	intergenic	ENST00000455140	.	out-of-frame	[]	[]
EPS15L1	CYP2A13	19	19	16434365	41082724	-	-	-	.	duplication	CDS/splice-site	intergenic	ENST00000455140	.	out-of-frame	[]	[]
AC026336.2	PIWIL1	12	12	130255910	130342580	+	+	+	+	deletion/read-through	intron	5'UTR/splice-site	.	ENST00000245255	.	[]	[]
SSBP1	MGAM	7	7	141750384	141986396	+	+	+	+	deletion/read-through	3'UTR/splice-site	intron	ENST00000465582	.	stop-codon	[]	[]
CREBBP	OR7D1P	16	19	3879832	9227256	-	+	-	.	translocation	CDS/splice-site	intergenic	ENST00000262367	.	out-of-frame	['Cancer', 'Tumour Suppressor']	[]
CREBBP	OR7D4	16	19	3879832	9227256	-	+	-	.	translocation	CDS/splice-site	intergenic	ENST00000262367	.	out-of-frame	['Cancer', 'Tumour Suppressor']	[]
SHKBP1	CYP2B6	19	19	40578542	40986667	+	-	+	.	inversion	CDS/splice-site	intergenic	ENST00000600733	.	out-of-frame	[]	[]
SHKBP1	CYP2B7P	19	19	40578542	40986667	+	-	+	.	inversion	CDS/splice-site	intergenic	ENST00000600733	.	out-of-frame	[]	[]
LIPF	LIPJ	10	10	88631232	88602576	+	+	+	+	duplication	intergenic	CDS/splice-site	.	ENST00000371939	.	[]	[]
ZKSCAN2-DT	C16orf89	16	16	25329869	5056188	+	-	+	-	inversion	intergenic	CDS/splice-site	.	ENST00000315997	.	[]	[]
ATPAF2	AC092546.1	17	4	18022033	14208395	-	+	-	+	translocation	intron	intron	.	.	.	[]	[]
AHDC1	STPG1	1	1	27590535	24401456	-	-	-	-	deletion	intron	5'UTR/splice-site	ENST00000673934	ENST00000374409	.	[]	[]
ZBTB44	PPP1R10P1	11	11	130260856	130808234	-	-	-	.	duplication	CDS/splice-site	intergenic	ENST00000357899	.	out-of-frame	[]	[]
ZBTB44	LINC02551	11	11	130260856	130808234	-	-	-	.	duplication	CDS/splice-site	intergenic	ENST00000357899	.	out-of-frame	[]	[]
BRI3BP	AC073592.4	12	12	125012636	124721328	+	+	+	.	duplication	CDS/splice-site	intergenic	ENST00000341446	.	out-of-frame	[]	[]
BRI3BP	AC073593.1	12	12	125012636	124721328	+	+	+	.	duplication	CDS/splice-site	intergenic	ENST00000341446	.	out-of-frame	[]	[]
PATJ	LINC02778	1	1	61914664	60306487	+	+	+	.	duplication	CDS/splice-site	intergenic	ENST00000371158	.	out-of-frame	[]	[]
PATJ	LINC01748	1	1	61914664	60306487	+	+	+	.	duplication	CDS/splice-site	intergenic	ENST00000371158	.	out-of-frame	[]	[]
EFNA5	RPS27AP14	5	9	107670489	1310940	-	+	-	.	translocation	CDS/splice-site	intergenic	ENST00000333274	.	out-of-frame	[]	[]
EFNA5	AL358934.1	5	9	107670489	1310940	-	+	-	.	translocation	CDS/splice-site	intergenic	ENST00000333274	.	out-of-frame	[]	[]
DNAJC2	AC092079.1	7	15	103319609	59907201	-	+	-	.	translocation	CDS/splice-site	intergenic	ENST00000379263	.	out-of-frame	[]	[]
DNAJC2	NMNAT1P5	7	15	103319609	59907201	-	+	-	.	translocation	CDS/splice-site	intergenic	ENST00000379263	.	out-of-frame	[]	[]
RAD23B	LINC01505	9	9	107325004	106558472	+	+	+	+	duplication	CDS/splice-site	exon/splice-site	ENST00000358015	ENST00000658295	out-of-frame	[]	[]
PPP1R16B	AL359555.4	20	20	38836175	38289027	+	+	+	+	duplication	CDS/splice-site	exon/splice-site	ENST00000299824	ENST00000451435	out-of-frame	[]	[]
NDC1	TTC16	1	9	53768549	127729581	-	+	-	+	translocation	intron	CDS/splice-site	.	ENST00000489226	.	[]	[]
XKR4	CDK14	8	7	55103294	90479228	+	+	+	+	translocation	CDS/splice-site	5'UTR/splice-site	ENST00000327381	ENST00000449528	out-of-frame	[]	['Kinases']
TASP1	ZBED5-AS1	20	11	13483227	11004546	-	-	-	.	translocation	CDS/splice-site	intergenic	ENST00000337743	.	out-of-frame	[]	[]
TASP1	LINC02752	20	11	13483227	11004546	-	-	-	.	translocation	CDS/splice-site	intergenic	ENST00000337743	.	out-of-frame	[]	[]
XKR4	AC084834.1	8	8	55103294	55082926	+	-	+	.	inversion	CDS/splice-site	intergenic	ENST00000327381	.	out-of-frame	[]	[]
XKR4	AC002456.2	8	7	55103294	90479228	+	+	+	+	translocation	CDS/splice-site	CDS/splice-site	ENST00000327381	ENST00000509356	out-of-frame	[]	[]
XKR4	AC006153.1	8	7	55103294	90479228	+	+	+	+	translocation	CDS/splice-site	exon/splice-site	ENST00000327381	ENST00000480135	out-of-frame	[]	[]
IRAK1	BX293995.1	X	X	154017021	155163753	-	-	-	.	duplication	CDS	intergenic	ENST00000369980	.	out-of-frame	['Kinases']	[]
IRAK1	VBP1	X	X	154017021	155163753	-	-	-	.	duplication	CDS	intergenic	ENST00000369980	.	out-of-frame	['Kinases']	[]
AP003400.1	NOX4	11	11	89546637	89516138	-	-	-	-	deletion/read-through	exon	intergenic	ENST00000528319	ENST00000527956	.	[]	[]
AC005832.4	NDUFA9	12	12	4633749	4689300	+	+	+	+	deletion/read-through	intron	3'UTR	.	ENST00000266544	.	[]	[]
PRKCI	PHC3	3	3	170235351	170221973	+	+	+	.	duplication	CDS/splice-site	intergenic	ENST00000295797	.	out-of-frame	['Kinases']	[]
FRMD5	GOLM2	15	15	43902175	44215291	-	-	-	.	duplication	CDS/splice-site	intergenic	ENST00000417257	.	out-of-frame	[]	[]
PPP1R16B	AL359555.3	20	20	38836175	38289027	+	+	+	+	duplication	CDS/splice-site	exon/splice-site	ENST00000299824	ENST00000418004	out-of-frame	[]	[]
TCF7L2	AL158212.4	10	10	112964624	112853576	+	+	+	.	duplication	CDS/splice-site	intergenic	ENST00000627217	.	out-of-frame	['Cancer']	[]
TCF7L2	AL158212.1	10	10	112964624	112853576	+	+	+	.	duplication	CDS/splice-site	intergenic	ENST00000627217	.	out-of-frame	['Cancer']	[]
WHAMM	AC105339.1	15	15	82810335	82711432	+	-	+	-	inversion	CDS/splice-site	exon/splice-site	ENST00000286760	ENST00000559535	out-of-frame	[]	[]
DNAJC2	AC092079.1	7	15	103319609	59907201	-	+	-	.	translocation	CDS/splice-site	intergenic	ENST00000379263	.	stop-codon	[]	[]
DNAJC2	NMNAT1P5	7	15	103319609	59907201	-	+	-	.	translocation	CDS/splice-site	intergenic	ENST00000379263	.	stop-codon	[]	[]
RAD23B	LINC01505	9	9	107325004	106499487	+	+	+	+	duplication	CDS/splice-site	exon/splice-site	ENST00000358015	ENST00000435485	out-of-frame	[]	[]
NIPBL	IL7R	5	5	36962274	35883719	+	+	+	.	duplication	CDS/splice-site	intergenic	ENST00000282516	.	out-of-frame	[]	['Cancer']
NIPBL	AC112204.3	5	5	36962274	35883719	+	+	+	.	duplication	CDS/splice-site	intergenic	ENST00000282516	.	out-of-frame	[]	[]
PRKCI	PHC3	3	3	170245938	170215474	+	+	+	.	duplication	intron	intergenic	.	.	.	['Kinases']	[]
TNS1	MRPL50P4	2	10	217885729	59512119	-	+	-	.	translocation	intron	intergenic	ENST00000646520	.	out-of-frame	[]	[]
TNS1	AL355474.1	2	10	217885729	59512119	-	+	-	.	translocation	intron	intergenic	ENST00000646520	.	out-of-frame	[]	[]
ACSF2	AC068025.2	17	17	50471638	29364182	+	+	+	+	duplication	exon	intron	ENST00000511288	.	.	[]	[]
ZCCHC14	AC026320.2	16	3	87491669	191917486	-	-	-	.	translocation	CDS/splice-site	intergenic	ENST00000671377	.	out-of-frame	[]	[]
CALCB	AK6P2	11	12	15075198	38048998	+	-	+	.	translocation	CDS/splice-site	intergenic	ENST00000523376	.	out-of-frame	[]	[]
DDX17	AC100807.2	22	8	38486345	139241366	-	+	-	.	translocation	CDS	intergenic	ENST00000403230	.	.	[]	[]
CALCB	ZNF970P	11	12	15075198	38048998	+	-	+	.	translocation	CDS/splice-site	intergenic	ENST00000523376	.	out-of-frame	[]	[]
RB1	AC062004.1	13	8	48453111	77357250	+	+	+	.	translocation	CDS/splice-site	intergenic	ENST00000267163	.	out-of-frame	['Cancer', 'Tumour Suppressor']	[]
RB1	HIGD1AP18	13	8	48453111	77357250	+	+	+	.	translocation	CDS/splice-site	intergenic	ENST00000267163	.	out-of-frame	['Cancer', 'Tumour Suppressor']	[]
AC068896.1	WRNIP1	10	6	124706636	2764650	-	+	-	.	translocation	3'UTR/splice-site	intergenic	ENST00000494792	.	.	[]	[]
AC068896.1	MYLK4	10	6	124706636	2764650	-	+	-	.	translocation	3'UTR/splice-site	intergenic	ENST00000494792	.	.	[]	['Kinases']
FAM53B	WRNIP1	10	6	124706636	2764650	-	+	-	.	translocation	CDS/splice-site	intergenic	ENST00000337318	.	out-of-frame	[]	[]
FAM53B	MYLK4	10	6	124706636	2764650	-	+	-	.	translocation	CDS/splice-site	intergenic	ENST00000337318	.	out-of-frame	[]	['Kinases']
DDX17	AC087354.1	22	8	38486345	139241366	-	+	-	.	translocation	CDS	intergenic	ENST00000403230	.	.	[]	[]
TSC2	LINC02124	16	16	2079259	1906550	+	+	+	.	duplication	exon	intergenic	ENST00000561695	.	.	['Cancer', 'Tumour Suppressor']	[]
DDX17	AC087354.1	22	8	38486345	139241366	-	+	-	.	translocation	CDS	intergenic	ENST00000396821	.	.	[]	[]
DDX17	AC100807.2	22	8	38486345	139241366	-	+	-	.	translocation	CDS	intergenic	ENST00000396821	.	.	[]	[]
CTNNBL1	AC113347.1	20	5	37860344	26541635	+	-	+	.	translocation	CDS/splice-site	intergenic	ENST00000405275	.	out-of-frame	[]	[]
CTNNBL1	AC025475.2	20	5	37860344	26541635	+	-	+	.	translocation	CDS/splice-site	intergenic	ENST00000405275	.	out-of-frame	[]	[]
TSC2	HS3ST6	16	16	2079259	1906550	+	+	+	.	duplication	exon	intergenic	ENST00000561695	.	.	['Cancer', 'Tumour Suppressor']	[]
RHEX	SLC26A9	1	1	206053265	205971667	+	+	+	.	duplication	5'UTR/splice-site	intergenic	ENST00000331555	.	.	[]	[]
UBE2E2	AC117453.1	3	3	23392043	178335387	+	-	+	-	inversion	intron	exon	.	ENST00000418585	.	[]	[]
MSH5	TUBD1	6	17	31748259	59851881	+	-	+	.	translocation	intron	intergenic	ENST00000650702	.	.	[]	[]
MSH5	RNU6-450P	6	17	31748259	59851881	+	-	+	.	translocation	intron	intergenic	ENST00000650702	.	.	[]	[]
MSH5-SAPCD1	TUBD1	6	17	31748259	59851881	+	-	+	.	translocation	intron	intergenic	ENST00000493662	.	stop-codon	[]	[]
MSH5-SAPCD1	RNU6-450P	6	17	31748259	59851881	+	-	+	.	translocation	intron	intergenic	ENST00000493662	.	stop-codon	[]	[]
CDK5	GBX1	7	7	151054402	151159491	-	-	-	-	duplication	intron	intron	ENST00000485972	.	out-of-frame	['Kinases']	[]
JUN	NIPA2P2	1	3	58781150	75165453	-	+	-	.	translocation	3'UTR	intergenic	ENST00000371222	.	.	['Cancer']	[]
UTP14C	ALG11	13	13	52024937	52024006	+	+	+	+	duplication	5'UTR/splice-site	CDS/splice-site	ENST00000521776	ENST00000521508	.	[]	[]
NPFFR1	RPS25P9	10	10	70250489	70178989	-	-	-	.	deletion/read-through	3'UTR	intergenic	ENST00000277942	.	.	[]	[]
NPFFR1	SAR1A	10	10	70250489	70178989	-	-	-	.	deletion/read-through	3'UTR	intergenic	ENST00000277942	.	.	[]	[]
RHEX	RAB7B	1	1	206053265	205971667	+	+	+	.	duplication	5'UTR/splice-site	intergenic	ENST00000331555	.	.	[]	[]
BX571818.1	RAB7B	1	1	206053265	205971687	+	+	+	.	duplication	exon/splice-site	intergenic	ENST00000582596	.	.	[]	[]
BX571818.1	SLC26A9	1	1	206053265	205971687	+	+	+	.	duplication	exon/splice-site	intergenic	ENST00000582596	.	.	[]	[]
CD109	AL355592.1	6	9	73730574	118311298	+	+	+	.	translocation	CDS/splice-site	intergenic	ENST00000437994	.	out-of-frame	[]	[]
CD109	TPT1P9	6	9	73730574	118311298	+	+	+	.	translocation	CDS/splice-site	intergenic	ENST00000437994	.	out-of-frame	[]	[]
SCAPER	RCN2	15	15	76883812	76976026	-	-	-	.	duplication	CDS/splice-site	intergenic	ENST00000563290	.	out-of-frame	[]	[]
AF127577.4	NRIP1	21	21	15014344	15043574	-	-	-	-	duplication	exon/splice-site	5'UTR/splice-site	ENST00000432230	ENST00000318948	.	[]	[]
AL590440.2	DHCR24	1	1	54901046	54883773	-	-	-	-	deletion/read-through	intergenic	CDS/splice-site	.	ENST00000371269	.	[]	[]
NIPA2P2	JUN	3	1	75165604	58781193	+	-	+	-	translocation	intergenic	3'UTR	.	ENST00000371222	.	[]	['Cancer']
SNHG3	UBE2D2	1	5	28508160	139600372	+	+	+	+	translocation	exon/splice-site	CDS/splice-site	ENST00000413987	ENST00000398733	.	[]	[]
MFN1	NLGN1	3	3	179381885	173845350	+	+	+	+	duplication	intron	intron	.	.	.	[]	[]
FOLR1	FOLR2	11	11	72195997	72220870	+	+	+	+	deletion/read-through	CDS	CDS/splice-site	ENST00000312293	ENST00000449475	in-frame	[]	[]
EPB41L4A	AC008628.2	5	5	112275326	115455516	-	-	-	.	duplication	CDS/splice-site	intergenic	ENST00000261486	.	out-of-frame	[]	[]
EPB41L4A	AK3P4	5	5	112275326	115455516	-	-	-	.	duplication	CDS/splice-site	intergenic	ENST00000261486	.	out-of-frame	[]	[]
CLASP2	ARPP21	3	3	33717808	35412555	-	-	-	.	duplication	CDS/splice-site	intergenic	ENST00000399362	.	out-of-frame	[]	[]
CLASP2	RNU6-243P	3	3	33717808	35412555	-	-	-	.	duplication	CDS/splice-site	intergenic	ENST00000399362	.	out-of-frame	[]	[]
SELENOF	BX119321.1	1	1	86903281	89292514	-	-	-	.	duplication	CDS/splice-site	intergenic	ENST00000611507	.	out-of-frame	[]	[]
SELENOF	AC099063.2	1	1	86903281	89292514	-	-	-	.	duplication	CDS/splice-site	intergenic	ENST00000611507	.	out-of-frame	[]	[]
HEATR1	AC093426.2	1	1	236590847	239147073	-	-	-	.	duplication	CDS/splice-site	intergenic	ENST00000366582	.	out-of-frame	[]	[]
HEATR1	AL590135.1	1	1	236590847	239147073	-	-	-	.	duplication	CDS/splice-site	intergenic	ENST00000366582	.	out-of-frame	[]	[]
CLPX	LINC02206	15	15	65160322	66948858	-	-	-	-	duplication	intron	intron	.	.	.	[]	[]
CLPX	LINC02206	15	15	65162604	66942151	-	-	-	-	duplication	CDS/splice-site	exon/splice-site	ENST00000300107	ENST00000558436	out-of-frame	[]	[]
CDK14	RNU6-274P	7	7	90790652	89673803	+	+	+	.	duplication	CDS/splice-site	intergenic	ENST00000380050	.	out-of-frame	['Kinases']	[]
CDK14	AC002383.1	7	7	90790652	89673803	+	+	+	.	duplication	CDS/splice-site	intergenic	ENST00000380050	.	out-of-frame	['Kinases']	[]
SEC14L2	ZFP36L1	22	14	30423830	68764888	+	-	+	.	translocation	3'UTR	intergenic	ENST00000615189	.	.	[]	[]
SEC14L2	AL132986.1	22	14	30423830	68764888	+	-	+	.	translocation	3'UTR	intergenic	ENST00000615189	.	.	[]	[]
GTF2IRD1	AXIN1	7	16	74601547	359675	+	-	+	.	translocation	3'UTR	intergenic	ENST00000476977	.	.	[]	['Cancer', 'Tumour Suppressor']
SLC23A1	DNAJC18	5	5	139367233	139426327	-	-	-	-	duplication	3'UTR	CDS	ENST00000348729	ENST00000302060	.	[]	[]
GTF2IRD1	MRPL28	7	16	74601547	359675	+	-	+	.	translocation	3'UTR	intergenic	ENST00000476977	.	.	[]	[]
NAPB	EMB	20	5	23375862	48813397	-	-	-	.	translocation	3'UTR	intergenic	ENST00000398425	.	.	[]	[]
NAPB	AC122694.1	20	5	23375862	48813397	-	-	-	.	translocation	3'UTR	intergenic	ENST00000398425	.	.	[]	[]
YTHDF2	SEZ6	1	17	28743988	28960707	+	-	+	-	translocation	intron	intron	ENST00000542507	ENST00000360295	out-of-frame	[]	[]
ZKSCAN1	ZKSCAN5	7	7	100037802	99519827	+	+	+	+	duplication	3'UTR	CDS/splice-site	ENST00000535170	ENST00000454175	.	[]	[]
GUCY1B2	WDFY2	13	13	51034003	51575950	-	-	-	.	duplication	exon/splice-site	intergenic	ENST00000493639	.	.	[]	['Cancer']
PROCA1	RCC1	17	1	28710319	28517778	-	+	-	+	translocation	intron	intron	.	.	.	[]	[]
AP1B1	FPR1	22	19	29338990	51733913	-	-	-	.	translocation	CDS/splice-site	intergenic	ENST00000415447	.	out-of-frame	[]	[]
AP1B1	HAS1	22	19	29338990	51733913	-	-	-	.	translocation	CDS/splice-site	intergenic	ENST00000415447	.	out-of-frame	[]	[]
DIS3L2	AC068134.3	2	2	232030080	232376253	+	+	+	.	deletion/read-through	CDS/splice-site	intergenic	ENST00000273009	.	out-of-frame	[]	[]
DIS3L2	ALPP	2	2	232030080	232376253	+	+	+	.	deletion/read-through	CDS/splice-site	intergenic	ENST00000273009	.	out-of-frame	[]	[]
AC084834.1	XKR4	8	8	55075900	55082926	-	-	-	.	duplication	exon/splice-site	intergenic	ENST00000671242	.	.	[]	[]
ZNF625-ZNF20	ZNF878	19	19	12143670	12044435	-	-	-	-	deletion/read-through	intron	CDS	.	ENST00000547628	.	[]	[]
ZNF625	ZNF878	19	19	12143670	12044435	-	-	-	-	deletion/read-through	intron	CDS	.	ENST00000547628	.	[]	[]
AGRN	MIR200B	1	1	1047711	1161110	+	+	+	.	deletion/read-through	intron	intergenic	ENST00000379370	.	out-of-frame	[]	[]
AGRN	LINC01342	1	1	1047711	1161110	+	+	+	.	deletion/read-through	intron	intergenic	ENST00000379370	.	out-of-frame	[]	[]
ACLY	AC131237.1	17	3	41887365	106005736	-	+	-	.	translocation	intron	intergenic	ENST00000353196	.	stop-codon	['Cancer']	[]
ACLY	CBLB	17	3	41887365	106005736	-	+	-	.	translocation	intron	intergenic	ENST00000353196	.	stop-codon	['Cancer']	['Cancer', 'Tumour Suppressor']
PAK2	AGO1	3	1	196820567	35888427	+	+	+	+	translocation	CDS/splice-site	CDS/splice-site	ENST00000327134	ENST00000373204	out-of-frame	['Kinases']	[]
RUSC2	AL845311.1	9	9	35548535	38738110	+	+	+	.	deletion	CDS/splice-site	intergenic	ENST00000361226	.	out-of-frame	[]	[]
RUSC2	FAM240B	9	9	35548535	38738110	+	+	+	.	deletion	CDS/splice-site	intergenic	ENST00000361226	.	out-of-frame	[]	[]
ZNF430	ZNF85	19	19	21058805	20921102	+	+	+	.	duplication	3'UTR	intergenic	ENST00000261560	.	.	[]	[]
ZNF430	AC008739.2	19	19	21058805	20921102	+	+	+	.	duplication	3'UTR	intergenic	ENST00000261560	.	.	[]	[]
ZNF738	AC008739.1	19	19	21379084	20968223	+	-	+	.	inversion	3'UTR	intergenic	ENST00000311015	.	.	[]	[]
ZNF738	KRT18P40	19	19	21379084	20968223	+	-	+	.	inversion	3'UTR	intergenic	ENST00000311015	.	.	[]	[]
ANKH	LINC02149	5	5	14871352	15144686	-	-	-	-	duplication	CDS/splice-site	intron	ENST00000284268	.	out-of-frame	[]	[]
UBE3C	GNAI1	7	7	157201807	79759664	+	+	+	.	duplication	CDS/splice-site	intergenic	ENST00000348165	.	out-of-frame	[]	['Cancer']
UBE3C	AC073048.1	7	7	157201807	79759664	+	+	+	.	duplication	CDS/splice-site	intergenic	ENST00000348165	.	out-of-frame	[]	[]
